year,round,team1,team2,winner,seed_diff,srs_diff,sos_diff,win_pct_diff,points_margin_diff,label
2013,R32,San Diego State,Florida Gulf Coast,Florida Gulf Coast,-8.0,9.94,7.96,-0.026999999999999913,52.0,0.0
2013,R32,Florida Gulf Coast,San Diego State,Florida Gulf Coast,8.0,-9.94,-7.96,0.026999999999999913,-52.0,1.0
2013,S16,Kansas,Michigan,Michigan,-3.0,-0.5,-2.500000000000001,0.04299999999999993,25.0,0.0
2013,S16,Michigan,Kansas,Michigan,3.0,0.5,2.500000000000001,-0.04299999999999993,-25.0,1.0
2013,S16,Florida,Florida Gulf Coast,Florida,-12.0,20.869999999999997,8.67,0.08100000000000007,403.0,1.0
2013,S16,Florida Gulf Coast,Florida,Florida,12.0,-20.869999999999997,-8.67,-0.08100000000000007,-403.0,0.0
2013,E8,Michigan,Florida,Michigan,1.0,-2.59,3.200000000000001,0.01100000000000001,-165.0,1.0
2013,E8,Florida,Michigan,Michigan,-1.0,2.59,-3.200000000000001,-0.01100000000000001,165.0,0.0
2013,R64,Gonzaga,Southern,Gonzaga,-15.0,23.060000000000002,14.46,0.21700000000000008,268.0,1.0
2013,R64,Southern,Gonzaga,Gonzaga,15.0,-23.060000000000002,-14.46,-0.21700000000000008,-268.0,0.0
2013,R64,Pitt,Wichita State,Wichita State,-1.0,4.16,-0.4299999999999997,-0.04200000000000004,100.0,0.0
2013,R64,Wichita State,Pitt,Wichita State,1.0,-4.16,0.4299999999999997,0.04200000000000004,-100.0,1.0
2013,R64,Wisconsin,Ole Miss,Ole Miss,-7.0,4.320000000000002,5.5600000000000005,-0.09299999999999997,-54.0,0.0
2013,R64,Ole Miss,Wisconsin,Ole Miss,7.0,-4.320000000000002,-5.5600000000000005,0.09299999999999997,54.0,1.0
2013,R64,Kansas State,La Salle,La Salle,-9.0,3.389999999999999,2.0700000000000003,0.06500000000000006,106.0,0.0
2013,R64,La Salle,Kansas State,La Salle,9.0,-3.389999999999999,-2.0700000000000003,-0.06500000000000006,-106.0,1.0
2013,R64,Arizona,Belmont,Arizona,-5.0,6.899999999999999,8.4,-0.017000000000000015,-60.0,1.0
2013,R64,Belmont,Arizona,Arizona,5.0,-6.899999999999999,-8.4,0.017000000000000015,60.0,0.0
2013,R64,New Mexico,Harvard,Harvard,-11.0,9.280000000000001,6.42,0.16199999999999992,108.0,0.0
2013,R64,Harvard,New Mexico,Harvard,11.0,-9.280000000000001,-6.42,-0.16199999999999992,-108.0,1.0
2013,R64,Notre Dame,Iowa State,Iowa State,-3.0,-0.7400000000000002,1.1100000000000003,0.05699999999999994,-65.0,0.0
2013,R64,Iowa State,Notre Dame,Iowa State,3.0,0.7400000000000002,-1.1100000000000003,-0.05699999999999994,65.0,1.0
2013,R64,Ohio State,Iona,Ohio State,-13.0,16.130000000000003,9.33,0.19600000000000006,264.0,1.0
2013,R64,Iona,Ohio State,Ohio State,13.0,-16.130000000000003,-9.33,-0.19600000000000006,-264.0,0.0
2013,R32,Gonzaga,Wichita State,Wichita State,-8.0,5.760000000000002,-1.9500000000000002,0.14500000000000002,266.0,0.0
2013,R32,Wichita State,Gonzaga,Wichita State,8.0,-5.760000000000002,1.9500000000000002,-0.14500000000000002,-266.0,1.0
2013,R32,Ole Miss,La Salle,La Salle,-1.0,4.289999999999999,-0.2999999999999998,0.04400000000000004,177.0,0.0
2013,R32,La Salle,Ole Miss,La Salle,1.0,-4.289999999999999,0.2999999999999998,-0.04400000000000004,-177.0,1.0
2013,R32,Arizona,Harvard,Arizona,-8.0,13.349999999999998,7.3100000000000005,0.10399999999999998,219.0,1.0
2013,R32,Harvard,Arizona,Arizona,8.0,-13.349999999999998,-7.3100000000000005,-0.10399999999999998,-219.0,0.0
2013,R32,Iowa State,Ohio State,Ohio State,8.0,-5.690000000000001,-3.2,-0.127,-109.0,0.0
2013,R32,Ohio State,Iowa State,Ohio State,-8.0,5.690000000000001,3.2,0.127,109.0,1.0
2013,S16,Wichita State,La Salle,Wichita State,-4.0,4.529999999999999,1.62,0.06300000000000006,142.0,1.0
2013,S16,La Salle,Wichita State,Wichita State,4.0,-4.529999999999999,-1.62,-0.06300000000000006,-142.0,0.0
2013,S16,Arizona,Ohio State,Ohio State,4.0,-2.8800000000000026,-1.8499999999999996,-0.013000000000000012,-58.0,0.0
2013,S16,Ohio State,Arizona,Ohio State,-4.0,2.8800000000000026,1.8499999999999996,0.013000000000000012,58.0,1.0
2013,E8,Wichita State,Ohio State,Wichita State,7.0,-5.510000000000002,-3.24,-0.015000000000000013,-67.0,1.0
2013,E8,Ohio State,Wichita State,Wichita State,-7.0,5.510000000000002,3.24,0.015000000000000013,67.0,0.0
2013,F4,Syracuse,Michigan,Michigan,0.0,-0.9899999999999984,-1.4800000000000004,-0.04500000000000004,4.0,0.0
2013,F4,Michigan,Syracuse,Michigan,-0.0,0.9899999999999984,1.4800000000000004,0.04500000000000004,-4.0,1.0
2013,F4,Louisville,Wichita State,Louisville,-8.0,10.14,3.0500000000000007,0.10599999999999998,292.0,1.0
2013,F4,Wichita State,Louisville,Louisville,8.0,-10.14,-3.0500000000000007,-0.10599999999999998,-292.0,0.0
2013,NCG,Michigan,Louisville,Louisville,3.0,-3.530000000000001,0.9100000000000001,-0.07999999999999996,-162.0,0.0
2013,NCG,Louisville,Michigan,Louisville,-3.0,3.530000000000001,-0.9100000000000001,0.07999999999999996,162.0,1.0
2014,R64,Virginia,Coastal Carolina,Virginia,-15.0,23.59,14.17,0.19300000000000006,257.0,1.0
2014,R64,Coastal Carolina,Virginia,Virginia,15.0,-23.59,-14.17,-0.19300000000000006,-257.0,0.0
2014,R64,Memphis,George Washington,Memphis,-1.0,2.42,2.7199999999999998,-0.02100000000000002,13.0,1.0
2014,R64,George Washington,Memphis,Memphis,1.0,-2.42,-2.7199999999999998,0.02100000000000002,-13.0,0.0
2014,R64,Cincinnati,Harvard,Harvard,-7.0,4.470000000000001,5.75,-0.04999999999999993,-52.0,0.0
2014,R64,Harvard,Cincinnati,Harvard,7.0,-4.470000000000001,-5.75,0.04999999999999993,52.0,1.0
2014,R64,Michigan State,Delaware,Michigan State,-9.0,16.62,10.48,0.049000000000000044,245.0,1.0
2014,R64,Delaware,Michigan State,Michigan State,9.0,-16.62,-10.48,-0.049000000000000044,-245.0,0.0
2014,R64,UNC,Providence,UNC,-5.0,-18.18,-13.35,-0.126,-61.0,1.0
2014,R64,Providence,UNC,UNC,5.0,18.18,13.35,0.126,61.0,0.0
2014,R64,Iowa State,North Carolina Central,Iowa State,-11.0,14.549999999999999,17.91,-0.04599999999999993,-179.0,1.0
2014,R64,North Carolina Central,Iowa State,Iowa State,11.0,-14.549999999999999,-17.91,0.04599999999999993,179.0,0.0
2014,R64,UConn,Saint Joseph's,UConn,-3.0,8.18,3.5500000000000007,0.09400000000000008,209.0,1.0
2014,R64,Saint Joseph's,UConn,UConn,3.0,-8.18,-3.5500000000000007,-0.09400000000000008,-209.0,0.0
2014,R64,Villanova,Milwaukee,Villanova,-13.0,20.5,7.94,0.253,394.0,1.0
2014,R64,Milwaukee,Villanova,Villanova,13.0,-20.5,-7.94,-0.253,-394.0,0.0
2014,R32,Virginia,Memphis,Virginia,-7.0,5.359999999999999,0.7200000000000006,0.1050000000000001,172.0,1.0
2014,R32,Memphis,Virginia,Virginia,7.0,-5.359999999999999,-0.7200000000000006,-0.1050000000000001,-172.0,0.0
2014,R32,Harvard,Michigan State,Michigan State,8.0,-8.560000000000002,-9.850000000000001,0.08099999999999996,12.0,0.0
2014,R32,Michigan State,Harvard,Michigan State,-8.0,8.560000000000002,9.850000000000001,-0.08099999999999996,-12.0,1.0
2014,R32,UNC,Iowa State,Iowa State,3.0,-25.33,-15.38,-0.247,-249.0,0.0
2014,R32,Iowa State,UNC,Iowa State,-3.0,25.33,15.38,0.247,249.0,1.0
2014,R32,UConn,Villanova,UConn,5.0,-1.7399999999999984,1.1300000000000008,-0.052999999999999936,-46.0,1.0
2014,R32,Villanova,UConn,UConn,-5.0,1.7399999999999984,-1.1300000000000008,0.052999999999999936,46.0,0.0
2014,S16,Virginia,Michigan State,Michigan State,-3.0,-0.9700000000000024,-1.5200000000000005,0.04800000000000004,10.0,0.0
2014,S16,Michigan State,Virginia,Michigan State,3.0,0.9700000000000024,1.5200000000000005,-0.04800000000000004,-10.0,1.0
2014,S16,Iowa State,UConn,UConn,-4.0,1.2899999999999991,1.25,-0.02200000000000002,-33.0,0.0
2014,S16,UConn,Iowa State,UConn,4.0,-1.2899999999999991,-1.25,0.02200000000000002,33.0,1.0
2014,E8,Michigan State,UConn,UConn,-3.0,2.120000000000001,0.75,-0.03700000000000003,35.0,0.0
2014,E8,UConn,Michigan State,UConn,3.0,-2.120000000000001,-0.75,0.03700000000000003,-35.0,1.0
2014,R64,Wichita State,Cal Poly,Wichita State,-15.0,17.99,0.050000000000000044,0.56,587.0,1.0
2014,R64,Cal Poly,Wichita State,Wichita State,15.0,-17.99,-0.050000000000000044,-0.56,-587.0,0.0
2014,R64,Kentucky,Kansas State,Kentucky,-1.0,5.93,1.4299999999999997,0.119,206.0,1.0
2014,R64,Kansas State,Kentucky,Kentucky,1.0,-5.93,-1.4299999999999997,-0.119,-206.0,0.0
2014,R64,Saint Louis,NC State,Saint Louis,-7.0,2.610000000000001,-3.2,0.18300000000000005,212.0,1.0
2014,R64,NC State,Saint Louis,Saint Louis,7.0,-2.610000000000001,3.2,-0.18300000000000005,-212.0,0.0
2014,R64,Louisville,Manhattan,Louisville,-9.0,18.650000000000002,5.7,0.07999999999999996,507.0,1.0
2014,R64,Manhattan,Louisville,Louisville,9.0,-18.650000000000002,-5.7,-0.07999999999999996,-507.0,0.0
2014,R64,UMass,Tennessee,Tennessee,-5.0,-6.73,-1.8399999999999999,0.07799999999999996,-237.0,0.0
2014,R64,Tennessee,UMass,Tennessee,5.0,6.73,1.8399999999999999,-0.07799999999999996,237.0,1.0
2014,R64,Duke,Mercer,Mercer,-11.0,14.180000000000001,11.9,-0.007000000000000006,-40.0,0.0
2014,R64,Mercer,Duke,Mercer,11.0,-14.180000000000001,-11.9,0.007000000000000006,40.0,1.0
2014,R64,Texas,Arizona State,Texas,-3.0,-0.6500000000000004,1.7400000000000002,0.050000000000000044,-72.0,1.0
2014,R64,Arizona State,Texas,Texas,3.0,0.6500000000000004,-1.7400000000000002,-0.050000000000000044,72.0,0.0
2014,R64,Michigan,Wofford,Michigan,-13.0,22.84,15.600000000000001,0.15100000000000002,177.0,1.0
2014,R64,Wofford,Michigan,Michigan,13.0,-22.84,-15.600000000000001,-0.15100000000000002,-177.0,0.0
2014,R32,Wichita State,Kentucky,Kentucky,-7.0,-1.4200000000000017,-8.16,0.247,238.0,0.0
2014,R32,Kentucky,Wichita State,Kentucky,7.0,1.4200000000000017,8.16,-0.247,-238.0,1.0
2014,R32,Saint Louis,Louisville,Louisville,1.0,-13.06,-0.5599999999999996,-0.04399999999999993,-467.0,0.0
2014,R32,Louisville,Saint Louis,Louisville,-1.0,13.06,0.5599999999999996,0.04399999999999993,467.0,1.0
2014,R32,Tennessee,Mercer,Tennessee,-3.0,12.01,11.26,-0.10099999999999998,-37.0,1.0
2014,R32,Mercer,Tennessee,Tennessee,3.0,-12.01,-11.26,0.10099999999999998,37.0,0.0
2014,R32,Texas,Michigan,Michigan,5.0,-5.85,-0.5,-0.07099999999999995,-205.0,0.0
2014,R32,Michigan,Texas,Michigan,-5.0,5.85,0.5,0.07099999999999995,205.0,1.0
2014,S16,Kentucky,Louisville,Kentucky,4.0,-6.620000000000001,5.1000000000000005,-0.11299999999999999,-409.0,1.0
2014,S16,Louisville,Kentucky,Kentucky,-4.0,6.620000000000001,-5.1000000000000005,0.11299999999999999,409.0,0.0
2014,S16,Tennessee,Michigan,Michigan,9.0,-1.1799999999999997,-1.8100000000000005,-0.10799999999999998,61.0,0.0
2014,S16,Michigan,Tennessee,Michigan,-9.0,1.1799999999999997,1.8100000000000005,0.10799999999999998,-61.0,1.0
2014,E8,Kentucky,Michigan,Kentucky,6.0,-0.4499999999999993,0.25,-0.03200000000000003,-1.0,1.0
2014,E8,Michigan,Kentucky,Kentucky,-6.0,0.4499999999999993,-0.25,0.03200000000000003,1.0,0.0
2014,R64,Florida,Albany (NY),Florida,-15.0,24.0,13.759999999999998,0.364,409.0,1.0
2014,R64,Albany (NY),Florida,Florida,15.0,-24.0,-13.759999999999998,-0.364,-409.0,0.0
2014,R64,Colorado,Pitt,Pitt,-1.0,-6.66,1.2600000000000007,-0.06499999999999995,-287.0,0.0
2014,R64,Pitt,Colorado,Pitt,1.0,6.66,-1.2600000000000007,0.06499999999999995,287.0,1.0
2014,R64,VCU,Stephen F. Austin,Stephen F. Austin,-7.0,9.73,11.54,-0.17100000000000004,-100.0,0.0
2014,R64,Stephen F. Austin,VCU,Stephen F. Austin,7.0,-9.73,-11.54,0.17100000000000004,100.0,1.0
2014,R64,UCLA,Tulsa,UCLA,-9.0,12.169999999999998,6.45,0.139,227.0,1.0
2014,R64,Tulsa,UCLA,UCLA,9.0,-12.169999999999998,-6.45,-0.139,-227.0,0.0
2014,R64,Ohio State,Dayton,Dayton,-5.0,7.289999999999999,2.7799999999999994,0.01100000000000001,147.0,0.0
2014,R64,Dayton,Ohio State,Dayton,5.0,-7.289999999999999,-2.7799999999999994,-0.01100000000000001,-147.0,1.0
2014,R64,Syracuse,Western Michigan,Syracuse,-11.0,14.32,8.7,0.127,161.0,1.0
2014,R64,Western Michigan,Syracuse,Syracuse,11.0,-14.32,-8.7,-0.127,-161.0,0.0
2014,R64,New Mexico,Stanford,Stanford,-3.0,-0.6999999999999993,-4.16,0.15500000000000003,109.0,0.0
2014,R64,Stanford,New Mexico,Stanford,3.0,0.6999999999999993,4.16,-0.15500000000000003,-109.0,1.0
2014,R64,Kansas,Eastern Kentucky,Kansas,-13.0,19.65,15.74,0.008000000000000007,44.0,1.0
2014,R64,Eastern Kentucky,Kansas,Kansas,13.0,-19.65,-15.74,-0.008000000000000007,-44.0,0.0
2014,R32,Florida,Pitt,Florida,-8.0,3.2300000000000004,0.9999999999999991,0.20100000000000007,117.0,1.0
2014,R32,Pitt,Florida,Florida,8.0,-3.2300000000000004,-0.9999999999999991,-0.20100000000000007,-117.0,0.0
2014,R32,Stephen F. Austin,UCLA,UCLA,8.0,-13.579999999999998,-14.379999999999999,0.15700000000000003,43.0,0.0
2014,R32,UCLA,Stephen F. Austin,UCLA,-8.0,13.579999999999998,14.379999999999999,-0.15700000000000003,-43.0,1.0
2014,R32,Dayton,Syracuse,Dayton,8.0,-5.5,-1.9100000000000001,-0.121,-106.0,1.0
2014,R32,Syracuse,Dayton,Dayton,-8.0,5.5,1.9100000000000001,0.121,106.0,0.0
2014,R32,Stanford,Kansas,Stanford,8.0,-6.83,-2.4000000000000004,-0.07499999999999996,-151.0,1.0
2014,R32,Kansas,Stanford,Stanford,-8.0,6.83,2.4000000000000004,0.07499999999999996,151.0,0.0
2014,S16,Florida,UCLA,Florida,-3.0,2.2900000000000027,0.919999999999999,0.16600000000000004,75.0,1.0
2014,S16,UCLA,Florida,Florida,3.0,-2.2900000000000027,-0.919999999999999,-0.16600000000000004,-75.0,0.0
2014,S16,Dayton,Stanford,Dayton,1.0,-2.869999999999999,-3.66,0.06399999999999995,34.0,1.0
2014,S16,Stanford,Dayton,Dayton,-1.0,2.869999999999999,3.66,-0.06399999999999995,-34.0,0.0
2014,E8,Florida,Dayton,Florida,-10.0,10.14,3.1999999999999993,0.22000000000000008,281.0,1.0
2014,E8,Dayton,Florida,Florida,10.0,-10.14,-3.1999999999999993,-0.22000000000000008,-281.0,0.0
2014,R64,Arizona,Weber State,Arizona,-15.0,24.28,13.27,0.255,351.0,1.0
2014,R64,Weber State,Arizona,Arizona,15.0,-24.28,-13.27,-0.255,-351.0,0.0
2014,R64,Gonzaga,Oklahoma State,Gonzaga,-1.0,-3.459999999999999,-2.9799999999999995,0.18800000000000006,26.0,1.0
2014,R64,Oklahoma State,Gonzaga,Gonzaga,1.0,3.459999999999999,2.9799999999999995,-0.18800000000000006,-26.0,0.0
2014,R64,Oklahoma,North Dakota State,North Dakota State,-7.0,8.600000000000001,8.99,-0.09100000000000008,-132.0,0.0
2014,R64,North Dakota State,Oklahoma,North Dakota State,7.0,-8.600000000000001,-8.99,0.09100000000000008,132.0,1.0
2014,R64,San Diego State,New Mexico State,San Diego State,-9.0,8.79,7.44,0.139,122.0,1.0
2014,R64,New Mexico State,San Diego State,San Diego State,9.0,-8.79,-7.44,-0.139,-122.0,0.0
2014,R64,Baylor,Nebraska,Baylor,-5.0,5.67,1.6099999999999994,0.09000000000000008,214.0,1.0
2014,R64,Nebraska,Baylor,Baylor,5.0,-5.67,-1.6099999999999994,-0.09000000000000008,-214.0,0.0
2014,R64,Creighton,Louisiana,Creighton,-11.0,15.120000000000001,7.45,0.11399999999999999,178.0,1.0
2014,R64,Louisiana,Creighton,Creighton,11.0,-15.120000000000001,-7.45,-0.11399999999999999,-178.0,0.0
2014,R64,Oregon,BYU,Oregon,-3.0,4.119999999999999,2.330000000000001,0.04899999999999993,37.0,1.0
2014,R64,BYU,Oregon,Oregon,3.0,-4.119999999999999,-2.330000000000001,-0.04899999999999993,-37.0,0.0
2014,R64,Wisconsin,American,Wisconsin,-13.0,19.0,13.44,0.18300000000000005,231.0,1.0
2014,R64,American,Wisconsin,Wisconsin,13.0,-19.0,-13.44,-0.18300000000000005,-231.0,0.0
2014,R32,Arizona,Gonzaga,Arizona,-7.0,7.799999999999999,3.679999999999999,0.061999999999999944,155.0,1.0
2014,R32,Gonzaga,Arizona,Arizona,7.0,-7.799999999999999,-3.679999999999999,-0.061999999999999944,-155.0,0.0
2014,R32,North Dakota State,San Diego State,San Diego State,8.0,-8.64,-4.88,-0.07299999999999995,-150.0,0.0
2014,R32,San Diego State,North Dakota State,San Diego State,-8.0,8.64,4.88,0.07299999999999995,150.0,1.0
2014,R32,Baylor,Creighton,Baylor,3.0,-2.2300000000000004,2.9399999999999995,-0.08699999999999997,-114.0,1.0
2014,R32,Creighton,Baylor,Baylor,-3.0,2.2300000000000004,-2.9399999999999995,0.08699999999999997,114.0,0.0
2014,R32,Oregon,Wisconsin,Wisconsin,5.0,-3.9400000000000013,-2.139999999999999,-0.08300000000000007,-99.0,0.0
2014,R32,Wisconsin,Oregon,Wisconsin,-5.0,3.9400000000000013,2.139999999999999,0.08300000000000007,99.0,1.0
2014,S16,Arizona,San Diego State,Arizona,-3.0,8.41,4.179999999999999,0.007000000000000006,66.0,1.0
2014,S16,San Diego State,Arizona,Arizona,3.0,-8.41,-4.179999999999999,-0.007000000000000006,-66.0,0.0
2014,S16,Baylor,Wisconsin,Wisconsin,4.0,-3.8900000000000006,-0.08000000000000007,-0.10499999999999998,-95.0,0.0
2014,S16,Wisconsin,Baylor,Wisconsin,-4.0,3.8900000000000006,0.08000000000000007,0.10499999999999998,95.0,1.0
2014,E8,Arizona,Wisconsin,Wisconsin,-1.0,3.669999999999998,-1.1500000000000004,0.07899999999999996,183.0,0.0
2014,E8,Wisconsin,Arizona,Wisconsin,1.0,-3.669999999999998,1.1500000000000004,-0.07899999999999996,-183.0,1.0
2014,F4,UConn,Florida,UConn,6.0,-3.460000000000001,0.09000000000000163,-0.123,-130.0,1.0
2014,F4,Florida,UConn,UConn,-6.0,3.460000000000001,-0.09000000000000163,0.123,130.0,0.0
2014,F4,Kentucky,Wisconsin,Kentucky,6.0,-1.620000000000001,-0.28999999999999915,-0.06400000000000006,-34.0,1.0
2014,F4,Wisconsin,Kentucky,Kentucky,-6.0,1.620000000000001,0.28999999999999915,0.06400000000000006,34.0,0.0
2014,NCG,UConn,Kentucky,UConn,-1.0,-0.8399999999999999,-1.2699999999999996,0.07500000000000007,17.0,1.0
2014,NCG,Kentucky,UConn,UConn,1.0,0.8399999999999999,1.2699999999999996,-0.07500000000000007,-17.0,0.0
2015,R64,Villanova,Lafayette,Villanova,-15.0,26.5,10.67,0.31100000000000005,544.0,1.0
2015,R64,Lafayette,Villanova,Villanova,15.0,-26.5,-10.67,-0.31100000000000005,-544.0,0.0
2015,R64,NC State,LSU,NC State,-1.0,2.719999999999999,4.090000000000001,-0.05600000000000005,-32.0,1.0
2015,R64,LSU,NC State,NC State,1.0,-2.719999999999999,-4.090000000000001,0.05600000000000005,32.0,0.0
2015,R64,Northern Iowa,Wyoming,Northern Iowa,-7.0,8.729999999999999,2.04,0.17200000000000004,192.0,1.0
2015,R64,Wyoming,Northern Iowa,Northern Iowa,7.0,-8.729999999999999,-2.04,-0.17200000000000004,-192.0,0.0
2015,R64,Louisville,UC Irvine,Louisville,-9.0,14.490000000000002,8.530000000000001,0.132,147.0,1.0
2015,R64,UC Irvine,Louisville,Louisville,9.0,-14.490000000000002,-8.530000000000001,-0.132,-147.0,0.0
2015,R64,Providence,Dayton,Dayton,-5.0,2.7300000000000004,5.44,-0.10299999999999998,-106.0,0.0
2015,R64,Dayton,Providence,Dayton,5.0,-2.7300000000000004,-5.44,0.10299999999999998,106.0,1.0
2015,R64,Oklahoma,Albany (NY),Oklahoma,-11.0,18.99,15.12,-0.040999999999999925,145.0,1.0
2015,R64,Albany (NY),Oklahoma,Oklahoma,11.0,-18.99,-15.12,0.040999999999999925,-145.0,0.0
2015,R64,Michigan State,Georgia,Michigan State,-3.0,5.040000000000001,1.4000000000000004,0.05599999999999994,165.0,1.0
2015,R64,Georgia,Michigan State,Michigan State,3.0,-5.040000000000001,-1.4000000000000004,-0.05599999999999994,-165.0,0.0
2015,R64,Virginia,Belmont,Virginia,-13.0,21.38,10.58,0.21499999999999997,353.0,1.0
2015,R64,Belmont,Virginia,Virginia,13.0,-21.38,-10.58,-0.21499999999999997,-353.0,0.0
2015,R32,Villanova,NC State,NC State,-7.0,9.02,-2.170000000000001,0.30600000000000005,403.0,0.0
2015,R32,NC State,Villanova,NC State,7.0,-9.02,2.170000000000001,-0.30600000000000005,-403.0,1.0
2015,R32,Northern Iowa,Louisville,Louisville,1.0,-5.580000000000002,-6.98,0.136,40.0,0.0
2015,R32,Louisville,Northern Iowa,Louisville,-1.0,5.580000000000002,6.98,-0.136,-40.0,1.0
2015,R32,Dayton,Oklahoma,Oklahoma,8.0,-7.669999999999998,-5.88,0.06399999999999995,-56.0,0.0
2015,R32,Oklahoma,Dayton,Oklahoma,-8.0,7.669999999999998,5.88,-0.06399999999999995,56.0,1.0
2015,R32,Michigan State,Virginia,Michigan State,5.0,-4.27,2.1900000000000004,-0.19000000000000006,-182.0,1.0
2015,R32,Virginia,Michigan State,Michigan State,-5.0,4.27,-2.1900000000000004,0.19000000000000006,182.0,0.0
2015,S16,NC State,Louisville,Louisville,4.0,-4.010000000000002,0.7400000000000002,-0.139,-171.0,0.0
2015,S16,Louisville,NC State,Louisville,-4.0,4.010000000000002,-0.7400000000000002,0.139,171.0,1.0
2015,S16,Oklahoma,Michigan State,Michigan State,-4.0,1.1899999999999977,-0.0600000000000005,-0.005999999999999894,14.0,0.0
2015,S16,Michigan State,Oklahoma,Michigan State,4.0,-1.1899999999999977,0.0600000000000005,0.005999999999999894,-14.0,1.0
2015,E8,Louisville,Michigan State,Michigan State,-3.0,0.6600000000000001,-1.0199999999999996,0.05800000000000005,38.0,0.0
2015,E8,Michigan State,Louisville,Michigan State,3.0,-0.6600000000000001,1.0199999999999996,-0.05800000000000005,-38.0,1.0
2015,R64,Kentucky,Hampton,Kentucky,-15.0,36.97,15.75,0.488,823.0,1.0
2015,R64,Hampton,Kentucky,Kentucky,15.0,-36.97,-15.75,-0.488,-823.0,0.0
2015,R64,Cincinnati,Purdue,Cincinnati,-1.0,-2.209999999999999,-3.2399999999999993,0.05800000000000005,35.0,1.0
2015,R64,Purdue,Cincinnati,Cincinnati,1.0,2.209999999999999,3.2399999999999993,-0.05800000000000005,-35.0,0.0
2015,R64,West Virginia,Buffalo,West Virginia,-7.0,7.1899999999999995,7.6899999999999995,0.017000000000000015,-5.0,1.0
2015,R64,Buffalo,West Virginia,West Virginia,7.0,-7.1899999999999995,-7.6899999999999995,-0.017000000000000015,5.0,0.0
2015,R64,Maryland,Valparaiso,Maryland,-9.0,7.03,9.629999999999999,-0.02399999999999991,-146.0,1.0
2015,R64,Valparaiso,Maryland,Maryland,9.0,-7.03,-9.629999999999999,0.02399999999999991,146.0,0.0
2015,R64,Butler,Texas,Butler,-5.0,0.4800000000000004,-0.45000000000000107,0.08800000000000008,32.0,1.0
2015,R64,Texas,Butler,Butler,5.0,-0.4800000000000004,0.45000000000000107,-0.08800000000000008,-32.0,0.0
2015,R64,Notre Dame,Northeastern,Notre Dame,-11.0,17.2,8.36,0.18499999999999994,346.0,1.0
2015,R64,Northeastern,Notre Dame,Notre Dame,11.0,-17.2,-8.36,-0.18499999999999994,-346.0,0.0
2015,R64,Wichita State,Indiana,Wichita State,-3.0,2.620000000000001,-3.52,0.269,257.0,1.0
2015,R64,Indiana,Wichita State,Wichita State,3.0,-2.620000000000001,3.52,-0.269,-257.0,0.0
2015,R64,Kansas,New Mexico State,Kansas,-13.0,14.759999999999998,15.8,0.07399999999999995,-55.0,1.0
2015,R64,New Mexico State,Kansas,Kansas,13.0,-14.759999999999998,-15.8,-0.07399999999999995,55.0,0.0
2015,R32,Kentucky,Cincinnati,Kentucky,-7.0,18.0,4.27,0.29799999999999993,567.0,1.0
2015,R32,Cincinnati,Kentucky,Kentucky,7.0,-18.0,-4.27,-0.29799999999999993,-567.0,0.0
